"name,""barcode"",""price""";
"ACEITE OLIVA SABOR INTENSO TAPON VERDE ***BAJADA PVP PENINSULA Y BALEARES***, HACENDADO, BOTELLA 1 L,""08480000046406"",""2.7""";
"CORDERO CHULETAS PALETILLA FRESCO, , BANDEJA 600 G APROX(PESO APROXIMADO DE LA UNIDAD 600 GR),""08436574550016"",""7.14""";
"CORDERO CUELLO RODAJAS FRESCO, , BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08436574550030"",""3.95""";
"CORDERO LECHAL CHULETAS PALO Y RIÑONADA FRESCO, , BANDEJA 450 G APROX(PESO APROXIMADO DE LA UNIDAD 450 GR),""08421384096649"",""8.06""";
"CORDERO LECHAL PALETILLA ENTERA FRESCA ASADO FACIL (CON ALIÑO Y ENVASE HORNEABLE), SELECTOS, PAQUETE 1 U - 500 G APROX(PESO APROXIMADO DE LA UNIDAD 1000 GR),""08437017011125"",""20.00""";
"ALBONDIGAS CERDO FRESCO, 5 TENEDORES, BANDEJA 24 U - 840 G,""08437002390020"",""4.20""";
"CARNE PICADA CERDO BURGER MEAT FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 500 G,""08421610028673"",""2.10""";
"CARNE PICADA CERDO BURGER MEAT FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 1 KG,""08421610034513"",""3.9""";
"CARNE PICADA MIXTA PAVO/POLLO BURGER MEAT FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 1 KG,""08421610034520"",""5.6""";
"CARNE PICADA MIXTA PAVO/POLLO BURGER MEAT FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 500 G,""08421610028703"",""3.20""";
"CARNE PICADA MIXTA VACUNO/CERDO BURGER MEAT FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 500 G,""08421610028697"",""3.10""";
"CARNE PICADA MIXTA VACUNO/CERDO BURGER MEAT FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 1 KG,""08421610034537"",""5.0""";
"CARNE PICADA VACUNO BURGER MEAT FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 500 G,""08421610028680"",""3.20""";
"CARNE PICADA VACUNO BURGER MEAT FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 1 KG,""08421610034544"",""5.3""";
"CARPACCIO FILETES FINOS CARNE DE VACUNO Y QUESO, VARIOS, BANDEJA 110 G,""08436569260074"",""2.99""";
"CERDO COSTILLA IBERICA ADOBADA FRESCO, ESTRELLA DE CASTILLA, PAQUETE 600 G APROX(PESO APROXIMADO DE LA UNIDAD 600 GR),""08436036045203"",""2.16""";
"CERDO LOMO ADOBADO FILETES FRESCO, VARIOS, BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08436047158299"",""3.10""";
"CERDO MAGRO FIAMBRE ADOBADO FILETES FRESCO, VARIOS, BANDEJA 420 G APROX(PESO APROXIMADO DE LA UNIDAD 420 GR),""08436021411600"",""2.92""";
"CERDO MAGRO JAMON AMARILLO PEREJIL PINCHO S/VARILLA FRESCO, PINCHOS JOVI, BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08411396000895"",""2.90""";
"CERDO MAGRO JAMON EMPANADO FILETES FRESCO, VARIOS, BANDEJA 400 G APROX(PESO APROXIMADO DE LA UNIDAD 400 GR),""08436021411679"",""2.60""";
"CERDO SOLOMILLO CON SALSA ROMERO ENTERO FRESCO (ENVASE HORNEABLE) (ENTREGAS VIERNES, SABADOS Y VISPERAS FESTIVOS), , BANDEJA 800 G APROX(PESO APROXIMADO DE LA UNIDAD 800 GR),""08436047158374"",""6.96""";
"CERDO SOLOMILLO PROVENZAL ADOBADO MEDALLONES FRESCO, DELISANO, BANDEJA 400 G APROX(PESO APROXIMADO DE LA UNIDAD 400 GR),""08436021411686"",""3.64""";
"DELICIAS FIAMBRE DE POLLO Y QUESO ***NOVEDAD***, PINCHOS JOVI, BANDEJA 8 U - 290 G,""02105100043556"",""2.50""";
"FAJITA RELLENO POLLO MARINADO Y VERDURA FRESCO (INCLUYE SAZONADOR), ROLER, BANDEJA 400 G,""08424219098146"",""3.50""";
"FLAMENQUIN LOMO CERDO FRESCO (CON JAMON Y HUEVO), MORENO PLAZA, BANDEJA 550 G APROX(PESO APROXIMADO DE LA UNIDAD 550 GR),""08426460010076"",""4.29""";
"FLAMENQUIN PECHUGA POLLO FRESCO (CON JAMON Y HUEVO), MORENO PLAZA, BANDEJA 550 G APROX(PESO APROXIMADO DE LA UNIDAD 550 GR),""08426460010069"",""4.29""";
"FLAUTAS BACON Y QUESO, PINCHOS JOVI, PAQUETE 2 U - 276 G,""08411396000772"",""1.60""";
"FLAUTAS POLLO Y QUESO, PINCHOS JOVI, PAQUETE 2 U - 273 G,""08411396000734"",""1.60""";
"NUGGETS POLLO FRESCO, PINCHOS JOVI, BANDEJA 16 U - 312 G,""08411396000840"",""2.11""";
"PATO CONFITADO MUSLO, HACENDADO, PAQUETE 250 G APROX(PESO APROXIMADO DE LA UNIDAD 250 GR),""02105100256161"",""3.35""";
"PAVO A TACOS AL AJILLO FRESCO, PROCAVI, BANDEJA 600 G APROX(PESO APROXIMADO DE LA UNIDAD 600 GR),""08436039785830"",""2.88""";
"PAVO BROCHETA FRESCO, PROCAVI, BANDEJA 4 U - 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08436039785953"",""3.98""";
"PAVO CHULETAS AL AJILLO FRESCO, PROCAVI, BANDEJA 600 G APROX(PESO APROXIMADO DE LA UNIDAD 600 GR),""08436039785038"",""3.48""";
"PAVO PECHUGA ADOBADA AL PIMENTON FILETES FRESCO, PROCAVI, BANDEJA 580 G APROX(PESO APROXIMADO DE LA UNIDAD 580 GR),""08436039785014"",""3.76""";
"PAVO PECHUGA FIAMBRE ADOBADO FRESCO, , BANDEJA 450 G APROX(PESO APROXIMADO DE LA UNIDAD 450 GR),""08436021411563"",""3.87""";
"PAVO PECHUGA SAJONIA, SERRANO, BANDEJA 390 G APROX.(PESO APROXIMADO DE LA UNIDAD 390 GR),""08411030019818"",""3.23""";
"POLLO ADOBADO PINCHO S/VARILLA FRESCO (AMARILLO), PINCHOS JOVI, BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08411396000888"",""3.50""";
"POLLO ALAS ADOBADAS FRESCO, PINCHOS JOVI, BANDEJA 680 G APROX(PESO APROXIMADO DE LA UNIDAD 680 GR),""02105100028324"",""3.06""";
"POLLO BROCHETA FRESCO, PINCHOS JOVI, BANDEJA 4 U - 345 G,""08411396000864"",""2.95""";
"POLLO CONTRAMUSLOS MARINADOS DESHUESADO FRESCO, PINCHOS JOVI, BANDEJA 600 G APROX(PESO APROXIMADO DE LA UNIDAD 600 GR),""02105100029703"",""3.39""";
"POLLO EMPANADO ADOBADO AL LIMON FRESCO (LAGRIMITAS DE POLLO), PINCHOS JOVI, BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""02105100036978"",""2.98""";
"POLLO PECHUGA EMPANADA FRESCO, PINCHOS JOVI, BANDEJA 650 G APROX(PESO APROXIMADO DE LA UNIDAD 650 GR),""02105100028447"",""3.97""";
"POLLO PECHUGA EN MEDALLONES MARINADOS FRESCO, PINCHOS JOVI, BANDEJA 650 G APROX(PESO APROXIMADO DE LA UNIDAD 650 GR),""02105100028317"",""4.00""";
"POLLO PECHUGA FILETES FINAS HIERBAS FRESCO, PINCHOS JOVI, BANDEJA 650 G APROX(PESO APROXIMADO DE LA UNIDAD 650 GR),""02105100028331"",""4.68""";
"SAN JACOBOS (EMPANADO) FRESCO, PINCHOS JOVI, BANDEJA 4 U - 400 G,""08411396000857"",""1.64""";
"VACUNO AL AJILLO FILETE FRESCO, VARIOS, BANDEJA 450 G APROX(PESO APROXIMADO DE LA UNIDAD 450 GR),""08436569260685"",""4.01""";
"VACUNO CHURRASCO MARINADO TROZO FRESCO, VARIOS, BANDEJA 550 G APROX(PESO APROXIMADO DE LA UNIDAD 550 GR),""08436569260562"",""3.84""";
"VACUNO RELLENITO 1ª FRESCO (CARNE CERDO Y CARNE AÑOJO,CIRUELAS,PASAS,PIÑONES,PUERRO,ESPECIES), , U 1 KG APROX(PESO APROXIMADO DE LA UNIDAD 1000 GR),""08436021411556"",""9.00""";
"BUTIFARRA FRESCA (ENROSCADA), EMBUTIDOS MARTINEZ, BANDEJA 1 U - 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""02105100041163"",""2.11""";
"CHISTORRA, EMBUTIDOS MARTINEZ, PAQUETE 220 G,""08421610028642"",""1.12""";
"CHORIZO APERITIVO FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 400 G APROX(PESO APROXIMADO DE LA UNIDAD 400 GR),""02105100012330"",""2.53""";
"CHORIZO CRIOLLO FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 4 U - 400 G APROX(PESO APROXIMADO DE LA UNIDAD 400 GR),""02105100028638"",""2.38""";
"CHORIZO IBERICO FRESCO, MORENO PLAZA, BANDEJA 375 G APROX(PESO APROXIMADO DE LA UNIDAD 375 GR),""08426460010038"",""2.61""";
"CHORIZO PUEBLO OREADO FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 311 G APROX(PESO APROXIMADO DE LA UNIDAD 311 GR),""02105100010947"",""1.75""";
"LONGANIZA MAGRO FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 483 G APROX(PESO APROXIMADO DE LA UNIDAD 483 GR),""02105100010091"",""2.36""";
"LONGANIZA MAGRO PUEBLO SIN TRIPA FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 445 G,""08421610012672"",""1.96""";
"LONGANIZA POLLO FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 550 G APROX(PESO APROXIMADO DE LA UNIDAD 550 GR),""02105100028621"",""3.10""";
"LONGANIZA ROJA FRESCO, EMBUTIDOS MARTINEZ, BANDEJA 250 G APROX(PESO APROXIMADO DE LA UNIDAD 250 GR),""02105100029123"",""1.46""";
"MORCILLA BURGOS (ARROZ Y CEBOLLA), EMBUTIDOS L. RIOS, PAQUETE 1 U - 300 G APROX(PESO APROXIMADO DE LA UNIDAD 300 GR),""08420889000816"",""1.23""";
"MORCILLA CASERA FRESCA, MORENO PLAZA, BANDEJA 1 U - 330 G APROX(PESO APROXIMADO DE LA UNIDAD 330 GR),""08426460010199"",""1.64""";
"MORCILLA CEBOLLA DULCE FRESCA, MORENO PLAZA, BANDEJA 350 G APROX(PESO APROXIMADO DE LA UNIDAD 350 GR),""08426460010045"",""1.58""";
"HAMBURGUESA CERDO IBERICO GRUESA BURGER MEAT FRESCO, , BANDEJA 2 U - 360 G,""08410843120292"",""2.81""";
"HAMBURGUESA PAVO/ESPINACAS BURGER MEAT FRESCO, PROCAVI, BANDEJA 2 U - 240 G,""08436039786349"",""1.95""";
"HAMBURGUESA PAVO/POLLO BURGER MEAT FRESCO, VARIOS, BANDEJA 6 U - 540 G,""08436021411396"",""3.52""";
"HAMBURGUESA POLLO BURGER MEAT FRESCO, VARIOS, BIPACK 6 U - 540 G,""08436021411211"",""4.02""";
"HAMBURGUESA POLLO CAMPO GRUESA BURGER MEAT FRESCO, , BANDEJA 2 U - 360 G,""08424219058256"",""2.90""";
"HAMBURGUESA POLLO MINI BURGER MEAT FRESCO, VARIOS, BANDEJA 8 U - 200 G,""08436021411457"",""1.50""";
"HAMBURGUESA VACUNO BURGER MEAT FRESCO, VARIOS, BIPACK 6 U - 540 G,""08436569260029"",""3.61""";
"HAMBURGUESA VACUNO GRUESA BURGER MEAT FRESCO, VARIOS, BANDEJA 2 U - 360 G,""08436569260043"",""3.12""";
"HAMBURGUESA VACUNO/CERDO BURGER MEAT FRESCO, VARIOS, BIPACK 6 U - 540 G,""08436021411273"",""3.30""";
"HAMBURGUESA VACUNO/CERDO CON JAMON Y CEBOLLA BURGER MEAT FRESCO, VARIOS, BANDEJA 2 U - 240 G,""08436021411488"",""2.09""";
"HAMBURGUESA VACUNO/CERDO CRESTA (PICANTE) MINI BURGER MEAT FRESCO, , BANDEJA 8 U - 280 G,""08436021411464"",""1.60""";
"HAMBURGUESA VACUNO/CERDO GRUESA BURGER MEAT FRESCO ***NOVEDAD***, VARIOS, BANDEJA 2 U - 360 G,""08436021411426"",""2.54""";
"HAMBURGUESA VACUNO/CERDO MINI BURGER MEAT FRESCO, VARIOS, BANDEJA 8 U - 200 G,""08436021411372"",""1.54""";
"VACUNO AL AJILLO FILETE FRESCO, VARIOS, BANDEJA 450 G APROX(PESO APROXIMADO DE LA UNIDAD 450 GR),""08436569260685"",""4.01""";
"VACUNO AÑOJO CADERA FILETES MUY TIERNO FRESCO, VARIOS, BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08436569260623"",""5.70""";
"VACUNO AÑOJO COCIDO TROZO FRESCO, VARIOS, BANDEJA 300 G APROX(PESO APROXIMADO DE LA UNIDAD 300 GR),""08436569260586"",""2.37""";
"VACUNO AÑOJO ENTRECOT FILETE FRESCO, VARIOS, BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08436569260722"",""8.45""";
"VACUNO AÑOJO ENTRECOT FILETE GRUESO FRESCO, , BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08436569260715"",""8.45""";
"VACUNO AÑOJO FILETE EMPANAR FRESCO, EC MEDINA, BANDEJA 600 G APROX(PESO APROXIMADO DE LA UNIDAD 600 GR),""08436569260968"",""5.88""";
"VACUNO AÑOJO GUISAR TACOS FRESCO, VARIOS, BANDEJA 600 G APROX(PESO APROXIMADO DE LA UNIDAD 600 GR),""08436569260654"",""4.56""";
"VACUNO AÑOJO LOMO FILETE FRESCO, VARIOS, BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08436569260630"",""6.70""";
"VACUNO AÑOJO REDONDO MEDIA PIEZA FRESCO (ENTREGAS VIERNES, SABADOS Y VISPERAS FESTIVOS), EC MEDINA, BANDEJA 900 G APROX(PESO APROXIMADO DE LA UNIDAD 900 GR),""02105100036633"",""9.45""";
"VACUNO AÑOJO SOLOMILLO FILETE FRESCO, VARIOS, BANDEJA 300 G APROX(PESO APROXIMADO DE LA UNIDAD 300 GR),""08436569260647"",""8.97""";
"VACUNO AÑOJO 1ª A FILETES FRESCO, VARIOS, BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08436569260609"",""5.10""";
"VACUNO AÑOJO 1ª B FILETES FRESCO, VARIOS, BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08436569260616"",""4.35""";
"VACUNO CHURRASCO MARINADO TROZO FRESCO, VARIOS, BANDEJA 550 G APROX(PESO APROXIMADO DE LA UNIDAD 550 GR),""08436569260562"",""3.84""";
"VACUNO TERNERA BLANCA ENTRECOT FRESCO, VARIOS, BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08436569260661"",""10.75""";
"VACUNO TERNERA BLANCA FILETE FRESCO, VARIOS, BANDEJA 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""08436569260678"",""7.45""";
"CERDO CARRILLADA CONGELADA, COSTA BRAVA, PAQUETE 400 G APROX(PESO APROXIMADO DE LA UNIDAD 400 GR),""08433105044259"",""3.12""";
"CERDO SOLOMILLO MARINADO ENTERO CONGELADO, , PAQUETE 800 G APROX(PESO APROXIMADO DE LA UNIDAD 800 GR),""08436047158183"",""5.52""";
"CERDO SOLOMILLO MARINADO MEDALLONES CONGELADO, COOPECARN, PAQUETE 4 U - 300 G APROX(PESO APROXIMADO DE LA UNIDAD 300 GR),""08436047158329"",""2.96""";
"CORDERO CHULETAS MIXTAS CONGELADA (MEZCLA: PALO Y RIÑONADA), , PAQUETE 650 G APROX(PESO APROXIMADO DE LA UNIDAD 650 GR),""02105100025965"",""7.09""";
"CORDERO LECHAL CHULETAS PALO Y RIÑONADA CONGELADAS, , PAQUETE 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""02105100043334"",""7.45""";
"CORDERO LECHAL PALETILLA ENTERA CONGELADA, , U 500 G APROX(PESO APROXIMADO DE LA UNIDAD 500 GR),""02105100040722"",""8.45""";
"CORDERO PALETILLA ENTERA CONGELADA, , U 1 KG APROX(PESO APROXIMADO DE LA UNIDAD 1000 GR),""02105100040227"",""9.90""";
"CORDERO PIERNA LECHAL ENTERA CONGELADA, , U 600 G APROX(PESO APROXIMADO DE LA UNIDAD 600 GR),""02105100040739"",""7.74""";
"PAVO JAMONCITOS CONGELADO, PROCAVI, PAQUETE 2 U - 600 G APROX(PESO APROXIMADO DE LA UNIDAD 600 GR),""08436039784390"",""1.77""";
"PAVO SOLOMILLO ENTERO CONGELADO, PROCAVI, U 350 G APROX.(PESO APROXIMADO DE LA UNIDAD 350 GR),""08436039782501"",""1.91""";
"POLLO ALAS CONGELADAS, , PAQUETE 1 KG,""05010069660652"",""2.5""";
"POLLO CUARTO TRASERO CONGELADO, VARIOS, PAQUETE 2 KG,""08436548780029"",""3.90""";
"POLLO JAMONCITO CONGELADO, VARIOS, PAQUETE 1 KG,""05010069660645"",""2.3""";
"RABO VACUNO TROCEADO CONGELADO, VARIOS, PAQUETE 1 KG APROX(PESO APROXIMADO DE LA UNIDAD 1000 GR),""08436569260241"",""8.90""";
"VACUNO AÑOJO ENTRECOT FILETE CONGELADO, , BANDEJA 375 G APROX(PESO APROXIMADO DE LA UNIDAD 375 GR),""08436569261637"",""4.69""";
"VACUNO AÑOJO LOMO FILETE CONGELADO, , BANDEJA 250 G APROX(PESO APROXIMADO DE LA UNIDAD 250 GR),""08436569261644"",""2.60""";
"BACALAO AHUMADO ACEITE GIRASOL 2-4 LONCHAS, UBAGO, PAQUETE 110 G ESCURRIDO 80 G,""08435129725459"",""1.90""";
"BACON TACO, LA SELVA, PAQUETE 300 G APROX(PESO APROXIMADO DE LA UNIDAD 300 GR),""08410973640424"",""2.17""";
"PALOMETA AHUMADA ACEITE GIRASOL, UBAGO, PAQUETE 110 G ESCURRIDO 80 G,""08435129723455"",""1.85""";
"SALMON AHUMADO FILETE (SIN LONCHEAR), UBAGO, PAQUETE 160 G APROX(PESO APROXIMADO DE LA UNIDAD 160 GR),""02105600534202"",""5.42""";
"SALMON AHUMADO LONCHAS, UBAGO, PACK 2 X 190 G - 380 G APROX(PESO APROXIMADO DE LA UNIDAD 380 GR),""02105600534097"",""9.50""";
"SALMON AHUMADO LONCHAS, UBAGO, PAQUETE 100 G APROX(PESO APROXIMADO DE LA UNIDAD 100 GR),""02105600534080"",""2.70""";
"SALMON AHUMADO MARINADO LONCHAS, UBAGO, PAQUETE 80 G,""08435129734246"",""2.35""";
"SALMON AHUMADO Y QUESO DADOS AL ENELDO, UBAGO, BANDEJA 110 G ESCURRIDO 80 G,""08435129750086"",""2.25""";
"BACON AHUMADO LONCHAS, LA SELVA, PAQUETE 210 G,""08410973643395"",""1.75""";
"BACON TAQUITOS, HACENDADO, PACK 2 X 125 G - 250 G,""08480000590664"",""1.85""";
"DATIL BACON, LA SELVA, PAQUETE 150 G,""08410973473305"",""2.50""";
"PANCETA LONCHAS, LA SELVA, PAQUETE 200 G,""08410973583318"",""1.99""";
"FIAMBRE PAVO PIEZA MAXI, HACENDADO, U 1650 G,""08480000593290"",""3.85""";
"FIAMBRE PAVO SABOR TRUFA CON PISTACHOS LONCHAS FINAS, SERRANO, PAQUETE PACK 2 X 100 G - 200 G,""08411030014271"",""1.79""";
"FIAMBRE PECHUGA PAVO AL HORNO DE LEÑA A LONCHAS, CAMPOFRIO, PAQUETE 125 G,""08410320111881"",""1.49""";
"FIAMBRE PECHUGA PAVO DADOS, HACENDADO, PACK 2 X 100 G - 200 G,""08480000592224"",""1.89""";
"FIAMBRE PECHUGA PAVO EXTRA LONCHAS (0 % MATERIA GRASA), HACENDADO, PAQUETE 200 G,""08480000592309"",""1.80""";
"FIAMBRE PECHUGA PAVO FINAS HIERBAS LONCHAS FINAS, HACENDADO, PAQUETE 200 G,""08480000561589"",""1.82""";
"FIAMBRE PECHUGA PAVO LONCHAS FINAS ***PACK AHORRO***, HACENDADO, PAQUETE PACK 2 X 200 G - 400 G,""08480000592514"",""2.95""";
"FIAMBRE PECHUGA PAVO LONCHAS FINAS REDUCIDO EN SAL ***PACK AHORRO***, HACENDADO, PAQUETE PACK 2 X 200 G - 400 G,""08480000592521"",""2.95""";
"FIAMBRE PECHUGA PAVO LONCHAS FINAS REDUCIDO EN SAL, HACENDADO, PAQUETE 225 G,""08480000592477"",""1.89""";
"FIAMBRE PECHUGA PAVO LONCHAS FINAS, HACENDADO, PAQUETE 200 G,""08480000592071"",""1.79""";
"FIAMBRE PECHUGA PAVO LONCHAS GRUESAS 2 U, HACENDADO, PAQUETE 200 G,""08480000592316"",""1.99""";
"FIAMBRE PECHUGA PAVO NATURAL LONCHAS (RECETA ORIGINAL 1940), NOEL, TARRINA 120 G,""08410783334476"",""2.25""";
"FIAMBRE PECHUGA PAVO PIEZA BAJO EN SAL, HACENDADO, U 500 G,""08480000592279"",""2.99""";
"FIAMBRE PECHUGA PAVO PIEZA MINI, HACENDADO, U 500 G,""08480000592170"",""2.85""";
"FIAMBRE PECHUGA POLLO BRASEADA LONCHAS FINAS, HACENDADO, PAQUETE 200 G,""08480000561695"",""1.89""";
"FIAMBRE PECHUGA POLLO CALIDAD EXTRA LONCHAS (BAJO EN GRASAS), HACENDADO, PAQUETE 200 G,""08480000561626"",""1.60""";
"FIAMBRE PECHUGA POLLO LONCHAS FINAS, HACENDADO, PAQUETE 200 G,""08480000561565"",""1.85""";
"FIAMBRE PECHUGA POLLO PIEZA MINI (TOQUE BRASEADO), HACENDADO, U 500 G,""08480000561633"",""2.99""";
"FIAMBRE POLLO RELLENO AL HORNO LONCHAS (DESHUESADO A MANO), LA CARLOTEÑA, PAQUETE 150 G,""08437005669765"",""1.89""";
"JAMON COCIDO PAVO LONCHAS FINAS, HACENDADO, PAQUETE 225 G,""08480000566195"",""1.52""";
"JAMON COCIDO PAVO PIEZA MINI, HACENDADO, U 500 G,""08480000592187"",""2.20""";
"POLLO PECHUGA A TIRAS ASADA AL HORNO (PARA PIZZAS, ENSALADAS Y RELLENO DE FAJITAS), HACENDADO, PAQUETE 140 G,""08480000566522"",""1.89""";
"POLLO PECHUGA A TIRAS ASADA AL NATURAL (PARA PIZZAS, ENSALADAS Y RELLENO DE FAJITAS), HACENDADO, PAQUETE 140 G,""08480000566614"",""1.89""";
"FIAMBRE COCIDO LONCHAS FINAS MAXI, HACENDADO, PAQUETE 500 G,""08480000561152"",""2.00""";
"FIAMBRE COCIDO YORK PIEZA MAXI, HACENDADO, U 2 KG,""08480000592231"",""4.40""";
"FIAMBRE LACON HORNO LONCHAS, NOEL, PAQUETE 200 G,""08410783326754"",""1.99""";
"FIAMBRE LACON LONCHAS CORTADO A MANO, NOEL, PAQUETE 250 G,""08410783404049"",""2.99""";
"FIAMBRE LOMO CERDO COCIDO LONCHAS FINAS MAXI, HACENDADO, PAQUETE 400 G,""08480000561282"",""2.00""";
"FIAMBRE MAGRO LONCHAS SANDWICH, HACENDADO, PAQUETE 300 G,""08480000592538"",""1.35""";
"FIAMBRE PALETA COCIDA MINI PIEZA (MINI YORK), HACENDADO, U 500 G,""08480000592064"",""1.99""";
"JAMON COCIDO BRASEADO LONCHAS, NOEL, PAQUETE 200 G,""08410783332090"",""1.75""";
"JAMON COCIDO EXTRA LONCHAS FINAS ***PACK AHORRO***, HACENDADO, PACK 2 X 225 G - 450 G,""08480000592293"",""2.99""";
"JAMON COCIDO EXTRA LONCHAS FINAS, HACENDADO, PAQUETE 200 G,""08480000592484"",""1.80""";
"JAMON COCIDO EXTRA LONCHAS (RECETA ORIGINAL 1940) ***NOVEDAD***, NOEL, TARRINA 120 G,""08410783333417"",""2.25""";
"JAMON COCIDO EXTRA LONCHAS, HACENDADO, PAQUETE 200 G,""08480000592491"",""1.56""";
"JAMON COCIDO JUGOSO LONCHAS, HACENDADO, PAQUETE 225 G,""08480000592330"",""1.55""";
"JAMON COCIDO LONCHAS FINAS CONTENIDO REDUCIDO EN GRASA Y EN SAL, HACENDADO, PAQUETE 225 G,""08480000592125"",""1.99""";
"JAMON COCIDO LONCHAS LATA, NOEL, PAQUETE 200 G,""08410783320813"",""1.79""";
"JAMON COCIDO LONCHAS SANDWICH, HACENDADO, PAQUETE 250 G,""08480000592156"",""1.75""";
"JAMON COCIDO NATURAL LONCHAS, HACENDADO, PAQUETE 200 G,""08480000592569"",""1.95""";
"JAMON COCIDO TAQUITOS, HACENDADO, PACK 2 X 100 G - 200 G,""08480000592415"",""1.89""";
"CHICHARRON BUDIN DE CERDO LONCHAS, PROLONGO, PAQUETE 150 G,""08410160535298"",""1.00""";
"CHOPPED LONCHAS VEGGIE (EMBUTIDO 0 % CARNE), NOEL, PAQUETE 100 G,""08410783333585"",""1.19""";
"CHOPPED PAVO CONSERVA, FAMADESA, LATA 425 G,""08412254224941"",""2.45""";
"CHOPPED PAVO LONCHAS FINAS, HACENDADO, PAQUETE 200 G APROX,""08480000561596"",""1.19""";
"CHOPPED PORK CONSERVA, FAMADESA, LATA 425 G,""08412254224927"",""2.35""";
"CHOPPED PORK LATA LONCHAS, SERRANO, PAQUETE 185 G,""08411030048047"",""1.10""";
"CHOPPED PORK LONCHAS, HACENDADO, PAQUETE 250 G,""08480000594020"",""0.95""";
"CHOPPED PORK PIEZA, HACENDADO, U 900 G,""08480000593191"",""1.95""";
"DELISANDWICH CANGREJO LONCHAS FINAS, SERRANO, PACK 2 X 75 G - 150 G,""08411030039915"",""1.20""";
"FIAMBRE CABEZA DE JABALI CON PISTACHOS SABOR TRUFA LONCHAS, SERRANO, PACK 2 X 100 G - 200 G,""08411030022696"",""1.70""";
"MORTADELA ACEITUNAS LONCHAS VEGGIE (EMBUTIDO 0 % CARNE), NOEL, PAQUETE 100 G,""08410783333233"",""1.19""";
"MORTADELA ACEITUNAS LONCHAS, HACENDADO, PAQUETE 250 G,""08480000593016"",""0.85""";
"MORTADELA ACEITUNAS PIEZA VEGGIE (EMBUTIDO 0 % CARNE), NOEL, U 325 G,""08410783126491"",""2.49""";
"MORTADELA ACEITUNAS PIEZA, HACENDADO, U 900 G,""08480000593153"",""2.00""";
"MORTADELA ITALIANA LONCHAS, BERETTA, PAQUETE 150 G,""08007660498101"",""1.52""";
"MORTADELA LUNCH PIEZA, MORENO PLAZA, U 450 G,""08426460015460"",""1.80""";
"MORTADELA PAVO LONCHAS FINAS, HACENDADO, PAQUETE 200 G,""08480000561572"",""1.19""";
"MORTADELA SICILIANA LONCHAS FINAS, HACENDADO, PAQUETE 200 G,""08480000593207"",""1.05""";
"MORTADELA SICILIANA LONCHAS, HACENDADO, PAQUETE 250 G,""08480000593009"",""0.80""";
"MORTADELA SICILIANA PIEZA, HACENDADO, U 900 G,""08480000593146"",""2.00""";
"CHORIZO ASTURIANO, JUNTAMAR, PAQUETE 250 G,""08414389019386"",""2.05""";
"CHORIZO DE TARANCON PIEZA, BRICIO, PACK 2 U - 350 G,""08436012510374"",""2.3""";
"CHORIZO DULCE EXTRA SARTA PIEZA, HACENDADO, U 280 G,""08480000542090"",""1.99""";
"CHORIZO DULCE TAQUITOS, REVILLA, PACK 2 X 100 G - 200 G,""08410320014212"",""2.10""";
"CHORIZO EXTRA PIEZA, HACENDADO, U 600 G,""08480000551191"",""3.25""";
"CHORIZO EXTRA PIMIENTA FINAS LONCHAS, HACENDADO, PAQUETE 100 G,""08480000590800"",""1.30""";
"CHORIZO IBERICO EXTRA PIEZA, LA HACIENDA DEL IBERICO, U 440 G,""08480000582577"",""3.98""";
